,county,tract,Educated,Percent_female,Median_income
0,47,152200,0.60121703854,0.402491874323,85147
1,47,120200,0.207888249795,0.449180327869,39485
2,47,119800,0.17265795207,0.498614958449,27596
3,47,119800,0.17265795207,0.498614958449,27596
4,47,119800,0.17265795207,0.498614958449,27596
5,47,119600,0.193341121495,0.508896797153,30905
6,47,119600,0.193341121495,0.508896797153,30905
7,47,118201,0.201277955272,0.458152958153,45147
8,47,117800,0.0805860805861,0.475409836066,45536
9,47,117800,0.0805860805861,0.475409836066,45536
10,47,117400,0.170850505807,0.433916423712,51891
11,47,117400,0.170850505807,0.433916423712,51891
12,47,117000,0.140591966173,0.472440944882,36813
13,47,116600,0.227455485353,0.489825581395,39821
14,47,115200,0.249209694415,0.5,36176
15,47,114400,0.181132075472,0.624223602484,21824
16,47,114400,0.181132075472,0.624223602484,21824
17,47,113200,0.282573289902,0.499517839923,50952
18,47,112600,0.192219679634,0.552550706822,41097
19,47,112400,0.33195663397,0.56204379562,44489
20,47,112400,0.33195663397,0.56204379562,44489
21,47,109800,0.27575982209,0.623626373626,46701
22,81,107201,0.334593572779,0.451154529307,77958
23,81,100802,0.326705653021,0.527345591702,56734
24,81,99200,0.174988753936,0.502744237102,36318
25,81,99200,0.174988753936,0.502744237102,36318
26,47,97400,0.212940608402,0.678883071553,60417
27,81,97202,0.285618729097,0.574976122254,32917
28,81,96400,0.332514583973,0.451465201465,59970
29,81,95400,0.380952380952,0.550489987218,64977
30,47,92000,0.266143911439,0.594256259205,39570
31,47,91800,0.259113853057,0.58075040783,30326
32,47,91800,0.259113853057,0.58075040783,30326
33,47,90800,0.100551654965,0.734856007944,12052
34,47,90000,0.2167710508,0.628323108384,25049
35,47,89400,0.310181190682,0.458594730238,41269
36,81,88400,0.278499542543,0.459609215515,73783
37,81,85300,0.338001098298,0.545493378898,36546
38,47,83000,0.361576587208,0.645732229518,50606
39,47,83000,0.361576587208,0.645732229518,50606
40,47,82600,0.272328767123,0.582156133829,44063
41,47,82600,0.272328767123,0.582156133829,44063
42,47,82400,0.277346506704,0.510318949343,43155
43,47,82400,0.277346506704,0.510318949343,43155
44,47,80400,0.292534722222,0.541834968263,32899
45,47,80400,0.292534722222,0.541834968263,32899
46,47,79802,0.450353800502,0.539895804771,60696
47,47,78600,0.293693693694,0.57490864799,45114
48,47,78600,0.293693693694,0.57490864799,45114
49,47,76800,0.51991931417,0.510498687664,42500
50,81,75701,0.804448790027,0.530771846311,76774
51,81,75701,0.804448790027,0.530771846311,76774
52,81,73900,0.701567113332,0.510277324633,76550
53,81,73900,0.701567113332,0.510277324633,76550
54,81,73900,0.701567113332,0.510277324633,76550
55,81,73900,0.701567113332,0.510277324633,76550
56,81,71701,0.543383947939,0.447946175637,64583
57,81,71701,0.543383947939,0.447946175637,64583
58,81,71303,0.691634017055,0.450917564812,81975
59,81,71303,0.691634017055,0.450917564812,81975
60,81,68300,0.487422314294,0.430143945809,60538
61,81,68300,0.487422314294,0.430143945809,60538
62,81,61301,0.282765242439,0.493949736271,71316
63,81,61301,0.282765242439,0.493949736271,71316
64,47,60600,0.534482758621,0.534008683068,43452
65,47,60600,0.534482758621,0.534008683068,43452
66,81,58900,0.285661629193,0.458610004427,40989
67,47,58600,0.311335816924,0.435776201734,60781
68,47,58000,0.362102785406,0.420393559928,36890
69,47,57500,0.576508972268,0.394665635872,74193
70,47,56900,0.72748447205,0.510204081633,81375
71,47,55300,0.746078846969,0.493767976989,96806
72,47,55200,0.510611205433,0.419496855346,40152
73,47,55200,0.510611205433,0.419496855346,40152
74,81,54900,0.215114633456,0.403080013391,50060
75,47,53200,0.527809307605,0.435897435897,62083
76,47,53200,0.527809307605,0.435897435897,62083
77,47,52700,0.39835338822,0.464941569282,38968
78,47,52700,0.39835338822,0.464941569282,38968
79,47,52500,0.303821964199,0.404672192916,27083
80,47,52500,0.303821964199,0.404672192916,27083
81,47,52500,0.303821964199,0.404672192916,27083
82,47,52000,0.42036910458,0.501777777778,55932
83,47,52000,0.42036910458,0.501777777778,55932
84,47,52000,0.42036910458,0.501777777778,55932
85,47,51300,0.536168132942,0.580108913729,67852
86,47,50900,0.0602409638554,0.356178608515,31650
87,47,50700,0.191397849462,0.467224546722,31844
88,47,50600,0.317805953693,0.457857142857,47993
89,47,50600,0.317805953693,0.457857142857,47993
90,47,50300,0.591826176927,0.506017191977,79453
91,47,50202,0.783018867925,0.495677233429,95284
92,47,50202,0.783018867925,0.495677233429,95284
93,47,49700,0.66849199663,0.495786516854,72344
94,47,49300,0.362023405059,0.54466650614,31270
95,47,49100,0.17848518112,0.469811943253,32490
96,47,49100,0.17848518112,0.469811943253,32490
97,47,49100,0.17848518112,0.469811943253,32490
98,47,49100,0.17848518112,0.469811943253,32490
99,47,48600,0.312210200927,0.328049620951,45045
100,47,48600,0.312210200927,0.328049620951,45045
101,47,48500,0.632776230269,0.371402877698,95921
102,47,48500,0.632776230269,0.371402877698,95921
103,5,48400,0.378257632167,0.498268398268,68750
104,47,48000,0.237989323843,0.456118665019,30813
105,47,47800,0.157399836468,0.355685131195,33144
106,81,47300,0.433520599251,0.482508532423,53462
107,81,47300,0.433520599251,0.482508532423,53462
108,81,46800,0.408915559366,0.511097410604,47938
109,5,46202,0.298655960901,0.549326738115,35733
110,47,46202,0.420922570016,0.40192926045,50913
111,81,46000,0.402368421053,0.416099773243,28701
112,47,45000,0.44921875,0.441176470588,45938
